study_hours,sleep_hours,screen_time_hours,mood,days_to_goal
3.1,5.8,4.4,very_low,247
3.1,5.5,4.4,very_low,254
3.2,5.9,4.6,very_low,251
2.9,5.9,4.6,very_low,257
3.2,5.5,4.2,very_low,247
3.0,5.5,4.5,very_low,252
3.7,5.6,4.5,low,225
3.6,5.7,4.7,very_low,227
3.5,5.3,4.4,very_low,244
3.1,5.9,4.6,very_low,249
3.0,5.8,4.7,very_low,247
3.8,5.6,4.2,low,203
3.3,5.4,4.5,very_low,252
3.1,5.9,4.7,very_low,239
3.6,5.6,4.3,low,215
3.5,5.5,4.8,very_low,239
3.2,5.9,4.6,very_low,236
3.7,6.1,4.4,low,219
3.2,5.6,4.9,very_low,262
3.3,5.6,4.7,very_low,236
3.6,5.9,4.2,low,207
3.5,5.5,4.8,very_low,238
3.4,5.5,4.8,very_low,250
3.5,5.5,4.5,very_low,235
3.2,5.9,4.3,very_low,225
3.5,5.9,4.1,low,215
3.5,5.7,4.3,low,210
3.6,5.6,4.4,low,211
2.9,5.6,3.9,very_low,231
3.1,5.9,3.9,low,223
3.1,5.6,4.1,very_low,230
3.7,5.8,3.6,low,203
3.6,6.2,4.1,low,195
2.9,5.9,4.1,very_low,228
3.0,5.8,4.2,very_low,234
3.2,5.7,3.5,low,201
3.0,6.2,3.6,low,216
2.8,6.2,3.3,low,219
3.4,5.8,3.5,low,203
3.3,6.3,3.2,steady,192
2.9,5.9,3.9,very_low,228
3.1,6.3,3.7,low,211
3.5,5.8,3.5,low,192
3.6,5.8,3.3,steady,188
3.5,6.2,3.0,steady,174
3.1,5.7,3.4,low,221
3.6,5.8,3.5,low,190
3.1,5.8,2.9,low,199
3.4,6.2,3.3,steady,187
3.3,6.5,3.2,steady,177
3.3,6.3,2.7,steady,180
3.0,6.1,3.1,low,201
3.6,6.2,3.3,steady,169
3.4,5.9,3.1,steady,195
3.6,5.9,2.8,steady,170
3.7,5.9,2.6,focused,164
3.2,6.0,2.7,steady,191
3.3,6.5,2.7,steady,163
3.4,6.4,2.4,focused,154
3.5,5.9,2.4,focused,165
3.5,6.2,2.7,steady,165
3.6,6.6,2.6,focused,140
3.3,6.3,2.7,steady,179
3.5,6.4,2.8,steady,161
3.8,6.2,2.5,focused,159
4.0,6.2,2.7,focused,154
3.2,6.1,2.4,steady,182
3.9,6.1,2.8,focused,147
4.1,6.3,2.6,focused,149
4.0,6.2,2.6,focused,157
4.1,6.5,2.9,focused,143
4.0,6.8,2.4,strong,125
3.9,6.2,3.1,steady,176
4.0,6.5,3.1,focused,142
4.1,6.7,2.4,strong,122
4.2,6.8,2.8,strong,124
4.6,6.8,3.0,strong,115
4.6,6.9,2.8,great,98
4.1,6.7,3.0,focused,138
4.5,6.8,3.0,strong,132
4.5,6.4,2.9,strong,122
4.3,6.7,3.2,focused,144
4.9,6.6,3.0,great,106
4.2,6.6,2.9,focused,141
4.7,6.6,3.1,strong,132
4.4,6.9,3.2,focused,135
4.2,6.5,3.1,focused,138
5.0,6.5,2.8,great,101
5.1,6.9,2.8,great,104
4.4,7.0,2.7,strong,125
5.1,7.0,3.2,great,104
4.7,7.0,3.2,great,105
5.2,7.1,2.9,great,106
5.5,6.7,3.0,great,86
4.9,6.9,3.2,great,117
5.5,7.2,3.1,great,96
5.4,6.9,3.0,great,103
5.7,6.8,2.7,great,92
5.0,6.7,2.9,great,102
5.3,7.0,2.6,great,92
5.2,6.9,3.1,great,93
5.1,6.9,2.5,great,104
5.6,7.1,2.8,great,88
5.4,7.2,2.7,great,81
5.3,6.7,2.8,great,96
5.7,6.8,2.5,great,77
5.5,7.0,2.5,great,90
5.7,7.5,2.9,great,94
5.3,7.2,2.6,great,97
5.9,7.2,2.9,great,86
5.6,7.5,2.9,great,81
5.8,7.0,2.8,great,92
5.7,7.4,2.4,great,64
6.2,7.0,2.4,great,81
5.6,7.6,2.3,great,61
5.5,7.4,2.5,great,89
5.9,7.0,2.2,great,77
6.4,7.5,2.3,great,70
6.2,7.1,2.0,great,58
5.6,7.0,2.3,great,81
6.0,7.2,1.8,great,59
6.1,7.3,1.5,great,58
6.0,7.5,1.9,great,66
6.1,7.6,1.4,great,60
5.7,7.6,1.6,great,50
6.3,7.4,1.6,great,55
6.0,7.5,1.3,great,48
6.3,7.5,1.9,great,46
6.2,7.8,1.8,great,58
5.9,7.9,1.5,great,53
5.7,7.2,1.5,great,63
6.4,7.5,1.6,great,58
5.9,7.5,1.4,great,54
5.7,7.4,1.6,great,54
5.7,7.9,1.5,great,64
6.4,8.0,1.2,great,38
5.8,7.4,0.9,great,54
6.0,7.6,0.9,great,47
5.6,7.8,1.4,great,52
5.9,7.8,0.9,great,45
6.0,7.7,0.9,great,40
5.5,7.6,0.8,great,56
5.9,8.0,0.8,great,45
6.2,7.8,0.9,great,33
5.9,7.6,1.1,great,56
6.2,7.6,1.1,great,37
6.2,7.6,0.7,great,24
5.9,7.6,1.1,great,46
5.9,8.2,1.1,great,43
6.3,7.9,1.2,great,36
5.6,8.2,1.2,great,44
5.8,8.0,1.0,great,44
6.0,8.3,1.3,great,45
5.5,8.0,1.0,great,42
6.2,8.2,1.4,great,47
5.8,8.0,0.9,great,42
5.4,8.0,0.7,great,39
6.2,8.0,1.1,great,37
5.4,8.5,1.0,great,51
5.9,8.4,1.4,great,39
5.9,7.9,1.3,great,45
6.0,8.4,1.2,great,37
6.2,8.2,1.1,great,45
5.9,8.2,1.3,great,45
5.6,8.0,0.9,great,49
5.6,8.0,1.2,great,56
5.6,8.1,1.5,great,60
5.9,8.3,1.1,great,33
6.2,8.0,0.9,great,37
5.7,8.4,0.9,great,42
5.6,8.2,1.1,great,58
6.1,8.4,0.9,great,38
6.2,8.2,1.0,great,34
6.5,8.7,1.1,great,34
6.2,8.6,1.6,great,33
6.3,8.3,1.5,great,37
6.1,8.5,1.1,great,33
5.9,8.3,1.6,great,49
6.2,8.2,1.0,great,34
6.4,8.2,1.5,great,40
0.2,5.3,6.0,very_low,365
0.8,5.6,6.5,very_low,357
0.6,5.3,5.9,very_low,351
0.4,5.6,6.5,very_low,361
0.8,5.6,6.4,very_low,355
0.4,5.1,6.2,very_low,359
1.1,5.3,6.4,very_low,346
0.5,5.6,6.3,very_low,358
0.5,5.1,6.2,very_low,365
0.8,5.4,5.7,very_low,342
0.8,5.7,5.9,very_low,335
0.8,5.6,6.1,very_low,342
1.3,5.5,5.8,very_low,327
0.9,5.4,5.7,very_low,341
1.4,5.8,5.9,very_low,326
1.2,5.7,5.5,very_low,311
1.2,5.5,5.7,very_low,331
1.6,5.4,6.0,very_low,312
1.1,5.4,5.9,very_low,333
1.1,5.4,5.2,very_low,308
1.4,6.0,5.5,very_low,308
1.8,5.7,5.7,very_low,314
1.8,5.6,5.1,very_low,298
2.0,5.5,4.9,very_low,289
1.8,5.5,4.9,very_low,281
1.6,5.4,4.9,very_low,311
2.1,5.6,5.0,very_low,286
1.9,5.9,4.7,very_low,268
1.8,6.0,5.3,very_low,289
2.4,5.6,5.0,very_low,269
2.5,5.8,4.7,very_low,261
1.8,5.5,4.7,very_low,298
2.4,6.1,5.1,very_low,277
2.3,6.0,5.1,very_low,276
2.5,6.0,5.1,very_low,268
2.3,5.9,4.3,very_low,249
2.0,6.0,5.0,very_low,284
2.1,5.7,5.0,very_low,283
2.0,6.1,4.4,very_low,255
2.6,6.1,4.2,very_low,254
2.5,5.8,4.8,very_low,260
2.9,6.1,4.8,very_low,249
2.3,6.1,4.8,very_low,259
2.3,5.8,4.5,very_low,256
2.3,6.3,4.6,very_low,262
2.7,6.2,4.4,very_low,233
2.7,6.1,4.4,very_low,258
3.1,6.3,4.4,very_low,243
3.1,5.9,4.2,very_low,236
2.3,6.2,4.4,very_low,256
2.8,6.0,4.5,very_low,239
3.2,6.2,4.4,very_low,235
2.3,5.9,4.5,very_low,258
2.9,5.9,4.5,very_low,240
2.8,6.2,4.3,very_low,239
2.5,6.2,4.3,very_low,256
2.6,5.9,4.2,very_low,249
2.6,5.8,4.3,very_low,245
2.8,6.0,4.2,very_low,251
2.5,6.3,4.2,very_low,243
3.3,6.4,4.5,low,222
3.1,6.0,4.6,very_low,243
2.7,6.3,4.2,very_low,246
2.8,6.3,4.5,very_low,238
2.7,6.2,4.9,very_low,250
2.4,5.9,4.9,very_low,280
2.5,6.2,4.8,very_low,251
3.1,6.1,4.8,very_low,244
3.0,6.5,4.6,very_low,230
2.9,6.0,4.4,very_low,250
2.6,6.3,4.7,very_low,260
2.4,6.0,4.5,very_low,254
2.6,6.1,4.8,very_low,252
2.7,6.5,4.6,very_low,246
3.2,6.2,4.5,very_low,222
2.9,6.4,5.1,very_low,256
2.3,6.0,4.4,very_low,248
3.0,6.3,4.3,very_low,230
2.9,6.0,4.5,very_low,236
2.8,6.6,4.5,very_low,231
2.5,6.4,4.4,very_low,254
2.2,6.4,5.0,very_low,264
2.6,6.7,4.7,very_low,240
2.6,6.7,4.8,very_low,240
2.7,6.4,4.7,very_low,249
2.7,6.4,4.4,very_low,237
2.7,6.6,4.5,very_low,236
2.4,6.2,4.1,very_low,253
3.0,6.3,4.5,very_low,225
3.0,6.7,4.4,low,206
2.6,6.2,4.2,very_low,231
2.5,6.3,4.4,very_low,245
2.3,6.6,4.2,very_low,241
2.4,6.3,4.1,very_low,250
3.0,6.6,4.4,very_low,224
2.9,6.6,4.1,low,224
2.4,6.3,4.2,very_low,249
2.5,6.5,3.8,very_low,221
2.3,6.5,3.8,very_low,228
2.5,6.6,4.1,very_low,230
2.4,6.4,3.8,very_low,232
3.0,6.8,3.8,low,211
2.6,6.7,4.1,very_low,221
3.0,6.2,3.7,low,205
3.1,6.7,3.9,low,195
3.1,6.3,3.8,low,208
3.1,6.2,3.5,low,213
2.9,6.8,3.5,low,206
2.8,6.4,3.5,low,200
3.4,6.5,3.2,steady,181
2.7,6.8,3.6,low,202
2.7,6.6,3.1,low,196
2.9,6.3,3.5,low,198
2.7,6.7,3.2,low,206
3.1,6.2,2.9,steady,176
3.3,6.8,3.5,steady,184
2.9,6.6,3.2,low,207
3.0,6.4,3.4,low,211
3.6,6.8,2.9,focused,145
3.6,6.5,2.6,focused,162
3.4,6.5,2.7,steady,174
3.2,6.4,2.8,steady,184
3.4,6.8,3.2,steady,174
3.2,6.3,2.7,steady,173
3.5,6.2,2.9,steady,173
3.4,6.3,3.1,steady,186
3.5,6.8,2.9,focused,156
3.7,6.6,2.8,focused,153
4.0,6.5,2.9,focused,138
4.0,6.3,3.0,focused,143
4.3,6.4,2.7,focused,128
4.1,6.9,2.9,focused,138
4.3,6.5,2.7,strong,130
3.8,6.9,2.5,focused,139
4.6,6.3,3.0,strong,118
4.3,7.0,2.7,strong,116
4.5,6.9,2.6,great,95
4.0,6.5,3.2,focused,163
4.1,6.8,2.8,focused,130
4.5,6.5,2.9,strong,118
4.8,6.6,2.5,great,107
4.5,6.7,3.0,strong,133
4.4,6.5,2.8,strong,123
4.4,7.0,2.9,strong,116
4.6,7.0,2.8,great,102
5.0,6.7,3.1,great,111
4.9,6.5,3.2,strong,133
4.7,7.0,2.9,great,103
5.1,7.1,3.1,great,101
5.4,6.6,2.9,great,93
5.3,6.4,3.3,great,116
4.9,6.8,3.1,great,119
4.8,6.4,2.9,strong,113
5.0,6.8,2.8,great,109
4.8,6.7,3.4,strong,130
5.4,7.0,2.8,great,99
5.4,6.8,3.4,great,107
5.1,6.9,3.1,great,93
4.9,7.0,3.0,great,111
5.2,7.1,3.4,great,97
5.5,6.9,2.7,great,96
5.2,6.7,2.7,great,99
5.1,6.8,2.8,great,89
5.6,6.8,3.0,great,96
5.4,6.6,2.8,great,95
5.1,6.6,3.0,great,96
5.3,6.6,3.0,great,109
5.1,6.6,3.0,great,106
5.6,6.7,3.0,great,101
5.2,6.6,3.1,great,102
5.8,6.6,3.0,great,92
5.3,6.8,2.9,great,86
5.3,7.2,2.8,great,103
5.4,6.7,2.3,great,95
5.2,6.8,2.9,great,108
5.1,6.6,3.0,great,117
5.8,7.2,2.2,great,77
5.1,6.9,2.1,great,80
5.5,6.7,2.5,great,84
5.4,7.1,2.1,great,83
5.0,7.0,2.5,great,82
5.1,6.8,2.5,great,98
5.0,7.1,1.8,great,78
5.2,7.2,2.3,great,93
5.0,7.3,2.2,great,79
5.3,7.4,1.7,great,66
5.7,7.0,1.8,great,69
5.3,7.3,1.6,great,64
5.4,6.9,1.8,great,68
5.2,7.0,1.9,great,73
5.8,7.1,2.0,great,73
5.7,7.4,2.0,great,57
5.4,6.9,1.4,great,79
5.5,6.8,1.5,great,82
5.4,7.2,1.3,great,58
5.0,7.4,1.8,great,74
5.3,6.9,1.2,great,69
5.6,7.4,1.3,great,64
5.3,6.9,1.8,great,89
5.0,7.5,1.7,great,71
5.3,7.5,1.0,great,54
5.6,7.3,1.5,great,72
5.2,7.1,1.2,great,78
5.6,7.5,1.0,great,59
4.9,7.0,1.4,great,80
5.1,7.3,1.0,great,57
5.5,7.1,1.3,great,63
5.3,7.3,1.3,great,62
5.6,7.3,0.8,great,44
4.9,7.5,0.7,great,55
5.2,7.5,1.5,great,74
4.9,7.6,1.5,great,81
5.3,7.2,1.1,great,57
5.3,7.0,1.3,great,65
5.2,7.4,1.3,great,68
5.4,7.6,1.4,great,62
5.4,7.6,0.8,great,64
5.5,7.3,1.3,great,63
5.5,7.5,0.8,great,46
5.4,7.3,1.4,great,64
5.5,7.5,0.8,great,52
5.3,7.7,1.2,great,65
5.3,7.7,1.6,great,71
5.3,7.4,1.2,great,55
5.8,7.6,1.0,great,47
5.5,7.6,1.6,great,71
6.0,7.3,1.0,great,46
5.7,7.6,1.2,great,60
5.9,7.9,1.2,great,44
6.1,7.9,1.4,great,50
5.6,7.8,1.1,great,56
5.9,7.5,1.6,great,56
6.1,7.3,1.1,great,40
6.2,7.5,1.4,great,57
6.2,7.3,1.7,great,49
6.3,7.6,1.4,great,36
6.3,7.5,1.5,great,51
6.3,7.9,1.1,great,29
6.5,7.4,1.7,great,53
6.7,7.6,1.8,great,34
6.4,7.5,1.6,great,51
6.7,7.8,1.7,great,34
6.5,7.8,1.8,great,37
6.4,7.7,1.3,great,31
6.6,7.8,1.2,great,26
6.9,7.7,1.4,great,34
7.0,7.9,1.0,great,29
7.0,8.2,1.3,great,30
7.3,8.2,1.1,great,21
6.8,7.9,1.7,great,35
0.9,4.7,6.3,very_low,364
1.2,4.5,6.3,very_low,361
1.7,4.4,5.8,very_low,336
1.0,5.0,6.4,very_low,365
1.3,4.7,6.2,very_low,351
1.0,4.6,5.9,very_low,358
1.3,4.8,5.9,very_low,328
1.7,4.7,6.2,very_low,340
1.2,4.6,5.8,very_low,340
1.8,5.2,6.1,very_low,327
1.7,5.0,6.1,very_low,331
1.6,5.1,5.7,very_low,328
2.1,4.8,5.9,very_low,314
1.9,4.7,5.8,very_low,330
2.2,4.9,6.0,very_low,311
1.5,5.3,5.6,very_low,327
2.0,4.9,5.6,very_low,321
2.2,5.2,5.3,very_low,284
1.9,5.0,5.2,very_low,303
2.4,4.9,5.1,very_low,281
2.3,5.3,5.6,very_low,296
1.7,5.1,5.2,very_low,300
2.5,5.3,5.2,very_low,290
1.8,5.4,5.3,very_low,313
2.3,4.9,5.2,very_low,294
2.4,5.2,4.6,very_low,284
2.4,5.3,4.6,very_low,271
1.8,5.2,5.0,very_low,294
2.3,5.1,5.2,very_low,287
2.0,5.1,4.7,very_low,287
1.9,5.0,4.6,very_low,279
2.4,5.3,4.5,very_low,266
2.1,5.1,4.9,very_low,285
2.0,5.0,4.7,very_low,286
2.2,5.1,4.6,very_low,285
1.9,5.1,4.5,very_low,279
2.4,5.5,4.8,very_low,278
2.4,5.3,4.8,very_low,282
2.4,5.5,4.9,very_low,282
2.2,5.2,4.8,very_low,294
2.2,5.4,4.7,very_low,283
2.2,5.3,4.3,very_low,279
2.4,5.8,4.4,very_low,264
2.4,5.7,4.8,very_low,269
1.8,5.5,4.4,very_low,279
1.9,5.8,4.6,very_low,268
1.9,5.8,4.7,very_low,275
2.3,5.8,4.5,very_low,262
2.1,5.7,4.6,very_low,285
2.1,5.5,4.8,very_low,283
2.4,5.6,4.8,very_low,273
1.9,5.8,4.2,very_low,278
2.2,5.7,4.6,very_low,270
2.2,6.0,4.3,very_low,270
1.8,5.5,4.9,very_low,298
2.0,5.8,4.8,very_low,269
2.4,6.1,5.0,very_low,271
1.7,5.6,4.4,very_low,282
2.0,5.9,4.4,very_low,273
1.9,5.9,5.0,very_low,280
2.5,5.8,5.1,very_low,268
1.7,5.5,5.1,very_low,297
1.8,5.8,4.6,very_low,281
1.7,6.1,5.0,very_low,283
2.4,6.2,4.6,very_low,262
2.0,5.8,4.7,very_low,274
2.1,6.1,4.8,very_low,264
2.0,6.3,5.1,very_low,269
2.5,6.1,4.5,very_low,243
1.7,6.2,4.8,very_low,279
2.5,5.8,4.9,very_low,266
2.1,6.3,4.9,very_low,268
1.8,6.1,4.9,very_low,280
2.0,5.9,4.9,very_low,281
2.5,6.0,4.8,very_low,260
2.2,6.1,5.2,very_low,279
2.4,5.9,4.8,very_low,271
1.9,6.4,5.1,very_low,290
2.5,6.2,4.4,very_low,259
1.9,6.2,4.9,very_low,288
1.9,6.4,4.9,very_low,269
1.9,6.2,4.9,very_low,276
2.3,6.3,4.8,very_low,260
2.8,6.5,4.4,very_low,225
2.8,6.5,4.7,very_low,245
2.0,6.3,4.2,very_low,246
2.9,6.6,4.6,very_low,231
2.1,6.4,4.7,very_low,258
2.2,6.3,4.7,very_low,251
2.2,6.2,4.4,very_low,249
2.6,6.7,4.1,very_low,236
2.6,6.7,4.5,very_low,237
2.3,6.2,4.5,very_low,249
2.7,6.8,4.3,very_low,225
2.7,6.6,3.8,low,221
2.7,6.6,4.2,very_low,224
2.6,6.5,3.8,low,225
3.2,6.6,3.8,low,207
3.0,6.3,4.1,low,206
3.4,6.6,3.9,low,209
3.3,6.3,4.0,low,211
3.6,6.6,4.0,low,203
3.1,6.5,3.3,steady,191
3.2,6.9,3.7,steady,190
3.4,6.5,3.4,steady,186
3.1,6.7,3.6,low,207
3.0,6.4,3.1,steady,188
3.2,6.6,3.1,steady,169
3.2,7.1,3.4,steady,185
4.0,6.9,3.4,focused,139
4.0,6.5,3.3,focused,163
3.8,7.1,3.5,focused,157
3.5,6.8,3.5,steady,178
4.2,6.7,3.0,focused,149
4.1,6.7,2.8,focused,129
4.2,6.8,2.9,focused,126
4.4,6.7,2.9,strong,124
4.4,7.0,2.7,strong,116
3.8,7.1,2.7,strong,135
4.5,7.1,2.6,great,93
4.3,6.8,2.9,strong,135
3.9,7.0,3.2,focused,150
4.1,7.1,3.2,strong,133
4.3,7.3,2.9,strong,118
4.7,7.2,3.1,great,108
4.0,7.3,3.1,strong,130
4.5,7.3,2.7,great,107
4.4,7.1,3.2,strong,114
4.6,7.4,2.5,great,95
4.8,7.2,2.6,great,85
4.5,6.9,3.0,strong,130
4.8,7.0,2.6,great,102
4.9,6.8,2.7,great,107
4.8,7.1,2.6,great,98
4.5,7.1,3.2,great,112
5.2,6.8,2.6,great,102
4.4,6.9,3.2,focused,138
4.8,7.3,3.3,great,99
4.9,7.5,2.6,great,83
5.0,7.2,3.4,great,95
5.0,6.9,2.8,great,89
4.7,7.4,3.0,great,95
5.0,7.4,2.8,great,94
5.1,7.0,3.3,great,103
5.2,7.6,3.3,great,93
5.3,7.3,2.8,great,98
5.2,7.4,3.2,great,93
4.6,7.0,3.1,great,115
5.0,7.2,3.5,great,97
4.5,7.5,3.3,great,117
4.5,7.3,2.8,great,97
4.5,7.4,3.5,great,113
5.2,7.5,3.3,great,91
5.0,7.4,3.1,great,110
5.0,7.0,2.9,great,100
5.3,7.4,3.4,great,95
4.4,7.2,2.8,great,109
4.5,7.3,3.4,great,115
4.6,7.6,3.3,great,102
4.6,7.6,3.3,great,119
4.8,7.2,3.2,great,95
5.0,7.3,3.0,great,95
5.1,7.6,2.7,great,95
5.2,7.2,3.2,great,99
4.5,7.7,3.1,great,107
4.6,7.2,3.1,great,104
5.0,7.3,2.6,great,98
5.1,7.4,2.6,great,88
4.8,7.8,2.5,great,99
4.7,7.4,2.5,great,100
4.9,7.8,2.5,great,78
4.9,7.2,2.4,great,100
4.7,7.3,2.5,great,105
4.8,7.7,2.7,great,96
4.4,7.9,2.8,great,91
5.0,7.5,2.8,great,95
5.0,7.4,2.6,great,97
4.5,7.4,2.4,great,106
4.8,7.3,2.3,great,79
5.2,7.2,2.2,great,89
4.3,7.6,2.1,great,102
5.0,7.5,1.9,great,80
4.3,7.7,2.4,great,90
4.6,7.7,1.7,great,80
4.6,7.7,2.2,great,94
4.3,7.6,2.1,great,104
4.7,7.8,1.7,great,77
4.9,7.9,1.4,great,77
4.6,7.3,1.7,great,79
5.2,7.7,1.9,great,80
4.5,7.9,1.8,great,71
5.3,7.8,1.9,great,61
4.8,7.7,1.4,great,64
4.9,7.4,1.7,great,71
5.4,7.5,1.1,great,57
5.3,7.7,1.8,great,62
5.2,7.5,1.3,great,59
5.2,7.5,1.0,great,56
5.0,7.7,1.0,great,67
5.2,7.7,1.1,great,62
5.4,8.0,1.5,great,70
4.8,8.0,1.2,great,55
5.6,7.6,1.6,great,52
5.0,7.9,1.2,great,72
5.3,7.8,1.1,great,68
5.4,7.5,1.1,great,57
5.5,7.6,0.9,great,61
5.2,8.1,1.3,great,57
5.3,7.9,1.1,great,58
5.7,8.0,1.2,great,44
5.2,8.0,1.0,great,49
5.6,8.1,1.5,great,44
5.5,7.7,1.0,great,63
5.9,7.6,1.6,great,64
6.0,7.9,1.0,great,35
5.4,7.7,1.0,great,49
5.6,7.8,0.9,great,44
5.8,7.7,1.4,great,46
5.8,8.1,1.3,great,48
5.7,7.8,1.2,great,39
6.3,8.2,1.2,great,41
6.1,7.7,1.7,great,65
6.3,7.6,1.5,great,57
6.2,8.0,1.6,great,56
6.0,7.9,1.3,great,44
6.7,7.8,1.1,great,21
6.6,7.9,1.3,great,46
6.3,7.5,1.5,great,47
6.7,7.6,1.5,great,33
6.4,7.9,1.9,great,59
6.5,7.6,1.8,great,46
6.6,7.7,1.4,great,51
7.1,7.6,1.7,great,35
7.3,8.1,1.4,great,30
7.3,7.8,1.9,great,25
7.0,7.6,1.3,great,31
7.3,8.2,1.2,great,29
7.2,7.6,1.4,great,39
7.0,8.0,1.7,great,40
6.8,7.7,1.4,great,37
6.7,8.2,1.7,great,33
7.2,7.9,1.1,great,21
7.0,8.3,1.7,great,30
7.4,8.2,1.3,great,21
7.4,7.8,1.1,great,21
7.7,7.7,1.5,great,23
7.4,8.2,1.4,great,21
7.5,7.7,1.3,great,23
7.7,7.7,0.9,great,21
7.7,7.7,0.9,great,21
1.5,5.1,6.1,very_low,329
1.6,5.1,6.1,very_low,337
1.4,4.5,6.3,very_low,352
2.0,5.0,6.2,very_low,319
1.8,4.9,5.7,very_low,322
2.0,4.5,5.9,very_low,323
1.7,4.7,6.2,very_low,328
1.4,4.6,5.6,very_low,343
1.8,5.1,5.8,very_low,319
1.8,5.0,5.4,very_low,310
1.3,5.1,6.0,very_low,336
1.5,4.8,5.8,very_low,341
1.8,5.1,5.4,very_low,315
1.3,5.1,5.2,very_low,327
1.4,4.7,5.1,very_low,312
1.3,5.0,5.6,very_low,319
2.0,5.1,4.9,very_low,284
2.0,4.9,4.9,very_low,287
1.5,4.6,5.3,very_low,330
1.9,5.2,4.9,very_low,304
1.4,4.8,4.8,very_low,320
2.1,5.3,4.9,very_low,279
1.7,5.1,4.8,very_low,301
1.3,5.0,4.6,very_low,300
1.4,4.8,5.2,very_low,322
2.1,4.7,4.6,very_low,291
1.8,4.9,4.9,very_low,300
2.0,4.8,4.7,very_low,291
1.4,4.8,4.4,very_low,315
1.3,4.7,4.4,very_low,314
1.8,5.1,4.3,very_low,281
1.2,4.9,4.8,very_low,311
2.0,5.0,4.7,very_low,285
1.9,4.8,4.3,very_low,296
1.5,5.2,4.4,very_low,306
1.5,4.8,4.6,very_low,309
1.2,4.8,4.5,very_low,313
1.2,5.4,5.0,very_low,301
2.0,5.0,4.7,very_low,302
1.2,5.4,4.8,very_low,302
1.7,5.2,4.4,very_low,295
1.7,5.1,4.6,very_low,297
1.4,5.1,4.4,very_low,304
1.2,5.0,4.6,very_low,313
1.2,4.9,4.3,very_low,294
1.7,5.5,4.5,very_low,290
1.2,5.3,4.3,very_low,288
1.8,5.4,4.9,very_low,286
1.7,5.2,4.5,very_low,287
1.9,5.3,5.1,very_low,286
1.5,5.5,4.6,very_low,289
1.5,5.2,4.4,very_low,295
1.9,5.1,4.9,very_low,296
1.3,5.4,4.8,very_low,295
1.8,5.4,4.9,very_low,295
1.7,5.6,4.8,very_low,288
1.7,5.6,4.9,very_low,289
2.2,5.2,4.5,very_low,266
2.1,5.2,5.1,very_low,282
2.1,5.2,4.6,very_low,278
1.7,5.3,5.0,very_low,294
2.0,5.5,5.2,very_low,283
1.7,5.3,4.5,very_low,285
1.9,5.7,5.0,very_low,297
1.8,5.6,5.0,very_low,304
1.9,5.4,5.0,very_low,300
1.7,5.6,4.8,very_low,290
2.3,5.4,5.0,very_low,279
2.1,5.5,5.2,very_low,297
2.5,5.5,4.7,very_low,257
2.7,5.4,4.7,very_low,270
1.9,5.8,4.5,very_low,271
1.9,5.8,4.8,very_low,275
2.6,5.7,4.7,very_low,269
2.4,5.6,4.6,very_low,265
2.6,5.6,5.0,very_low,263
2.1,5.7,5.0,very_low,284
2.3,5.9,4.9,very_low,271
3.0,5.7,4.8,very_low,260
2.6,5.7,4.8,very_low,265
2.6,5.4,4.3,very_low,263
2.6,5.6,4.4,very_low,265
2.5,5.5,4.5,very_low,272
3.1,5.5,4.6,very_low,248
2.6,5.5,4.2,very_low,262
3.0,5.8,4.3,very_low,244
2.7,5.5,4.0,very_low,241
3.4,5.9,4.0,low,220
3.6,5.8,3.8,low,213
2.9,5.9,4.5,very_low,256
3.2,5.7,4.2,very_low,225
3.8,6.0,3.8,steady,176
3.6,6.2,4.0,low,209
3.9,6.2,3.7,steady,187
3.3,5.6,4.1,very_low,227
3.7,5.8,4.0,low,199
3.6,5.7,3.5,low,212
3.6,5.8,3.8,low,204
3.6,6.3,3.5,steady,179
3.9,6.3,3.9,steady,190
3.7,6.2,3.8,steady,173
4.3,6.1,3.7,steady,173
4.3,6.2,3.7,steady,161
4.0,5.9,3.7,steady,177
4.3,5.8,3.6,steady,181
3.9,6.4,3.2,focused,168
3.8,5.8,3.5,steady,178
3.8,6.4,3.5,steady,177
4.4,6.3,3.1,focused,132
4.5,6.4,3.5,strong,136
4.1,6.4,3.3,focused,161
4.5,6.4,3.2,strong,132
4.1,6.3,3.3,focused,160
4.2,5.9,2.7,focused,152
4.4,6.5,2.7,strong,122
4.4,6.2,2.7,focused,130
4.3,6.6,3.2,focused,148
4.6,6.5,3.2,strong,124
4.3,6.5,2.8,focused,142
4.6,6.6,2.7,great,108
4.0,6.7,3.3,focused,159
4.1,6.7,3.3,focused,151
4.5,6.7,3.3,strong,121
4.5,6.2,2.9,strong,129
4.1,6.2,2.9,focused,160
4.0,6.6,2.9,focused,155
4.3,6.6,2.7,strong,131
4.1,6.8,3.2,focused,139
4.3,6.3,3.3,focused,151
4.8,6.4,3.2,strong,125
4.3,6.3,2.9,focused,136
4.4,6.9,3.0,strong,127
4.3,6.3,2.8,focused,136
4.5,6.8,3.3,strong,132
4.5,6.5,2.8,strong,113
4.2,6.5,3.5,focused,163
4.7,7.0,3.2,great,116
3.9,6.6,3.3,focused,150
4.2,6.7,3.6,focused,151
4.3,6.6,3.2,focused,152
4.6,6.5,3.1,strong,128
3.9,6.5,2.9,focused,141
4.6,7.1,3.4,great,125
4.0,7.1,3.3,focused,150
4.0,6.7,3.6,steady,161
